Yanks Tattoo Martinez, Sox In 11-1 Rout NEW YORKA weekend which began with rain and hope ended in sunshine and frustration for the Red Sox. Pedro Martinez allowed a two-run home run to Gary Sheffield on the fourth pitch of the game and the Yankees 	sports
Toshiba is taking back bad memory ZDNet #39;s survey of IT professionals in October kept upgrading hardware at number two on the businesses radar throughout the year.	technology
China homespun 3G unravels in trials The future of Chinese 3G technology and how it is licensed by the government is in doubt today after it failed a five month trial.	technology
IBM Recalls Notebook Power Cords (PC World) PC World - Certain ThinkPad power adapters pose a fire danger, company warns.	technology
Brazilian duo leave Celtic down and out DISASTER in Donetsk would be a catchy title, but it is unlikely that Celtic will be releasing a video of a Champions League match in which some initial bad luck was compounded by subsequent incompetence and disintegration, bringing the Parkhead side their 	sports
Astronomers Contemplate Icy Volcanoes in Far Places Hundreds of tiny worlds circling beyond Neptune have been thought of as frozen in time, almost unchanged since they formed at the birth of the solar system five billion years ago.	technology
Chechnya goes to polls; man blows himself up in Grozny Moscow, Aug. 29 (PTI): An unidentified man blew himself up today outside a polling station in Grozny during presidential elections in war-torn Caucasian province of Chechnya.	world
Pensions - your views Britons are set to face some stark choices over their pensions with the publication of a new report on Tuesday. The Pension Commission #39;s independent report is expected to warn that the UK population needs 	business
General Mills Cereals Going Whole Grain  NEW YORK (Reuters) - General Mills Inc. on Thursday said it  will begin using whole grains in all of its breakfast cereals,  including such well-known brands as Lucky Charms and Trix,  becoming the latest foodmaker to promote healthier eating.	business
Jet Carrying NBC Official Crashes in Colorado A charter jet carrying Dick Ebersol, the chairman of NBC Universal Sports, and five other people crashed, killing the pilot and co-pilot.	sports
Sinclair Sued by Filmmaker Over Kerry Photos (Reuters) Reuters - The director of a documentary about\John Kerry's Vietnam service sued Sinclair Broadcast Group on\Thursday, accusing it of illegally copying his photographs in a\controversial anti-Kerry movie it plans to air portions of this\week.	world
"Pakistan Arrests 'Important' Al Qaeda Pair  ISLAMABAD (Reuters) - Pakistani security forces have  arrested two ""important"" al Qaeda operatives, including an  Egyptian and a Saudi national, officials said Wednesday."	world
Automakers Attack Proposal to Address Global Warming Automakers on Wednesday attacked a California plan to regulate automotive emissions of global warming gases. The state #39;s proposal  quot;clearly goes far beyond what is reasonable 	business
Merck steps up PR campagin after recall Merck  amp; Co. #39;s campaign to defend itself in the wake of the recall of the pain reliever Vioxx intensified as it placed a package of three full-page ads in seven prominent newspapers beginning last Friday.	business
AOL Concentrates On Security Issues With New Software (washingtonpost.com) washingtonpost.com - America Online Inc. is releasing a new version of its software today that focuses on increasing online safety and security, which the company hopes will help it hold on to more subscribers.	technology
Signs of listless economy persist In a sign of persistent weakness in the US economy, a widely watched measure of business activity declined in August for the third consecutive month.	business
Changing at the Push of a Button You might not be able to morph your wallpaper just yet, but digital ink is already threatening to make big changes in the way we experience advertising. By Rachel Metz.	technology
Stock Futures Whipsaw After Jobs Data  NEW YORK (Reuters) - U.S. stock futures fell on Friday then  quickly rebounded, after a U.S. report showed job growth in  August came in slightly below expectations.	business
Sun #39;s Kodak moment: Patent suit settled out of court Sun Microsystems has agreed to pay Eastman Kodak \$92 million to settle an intellectual property dispute between the two companies, Sun disclosed last week.	technology
Fujitsu and Cisco Team Up for IP Networks Fujitsu Limited and Cisco Systems, Inc. today announced that they have reached a fundamental agreement to enter into a strategic alliance focusing on routers and switches that will enable service providers 	technology
Oil Firms Say Iraqi Purchases Were Legal  Two large American oil companies that received profitable vouchers to buy Iraqi oil under the United Nations' oil-for-food program said yesterday that the purchases complied with U.S. law.	world
US Economy: Orders Show Factories Boosting Growth (Update4) Orders for durable goods including computers and communications equipment rose last month by the most since March, evidence that US manufacturing is gaining momentum less than two months before the presidential election.	business
UPDATE 1-England v Zimbabwe to be completed on Saturday Opener Vikram Solanki struck a watchful 62 but Zimbabwe #39;s young bowlers had restricted England to 198 for five before play was abandoned for the day in the ICC Champions Trophy clash at Edgbaston, Birmingham on Friday.	sports
Menatep acts to bloc Yukos sale Yukos' main shareholder files a legal complaint to prevent Russia selling off the embattled oil giant's key unit,  reports say.	world
Aussie journalist seized in Iraq, interrogated for over 20 hours An Australian journalist was interrogated for more than 20 hours after being seized outside a Baghdad hotel, his employer said yesterday.	world
No. 6 Syracuse 104, N. Colorado 54 Syracuse had lost its last two season openers. The Orange weren #39;t about to make it three in a row. Led by Hakim Warrick and Gerry McNamara, No.	sports
Piquionne Brace Keeps PSG Winless St. Etienne striker Frederic Piquionne fired his second goal of the evening near the death to earn the esteemed risers a 2-2 draw at Paris St.	sports
The Wal-Mart Holiday Shopping Song: Online and Off According to data from Nielsen//NetRatings #39;, Holiday eShopping Index, which tracks shopping activity at over 100 retail and shopping Web sites across ten categories, the number of unique online shoppers on the day after Thanksgiving jumped 11 compared to 	business
The Lessons of Najaf In the face-off at the shrine, U.S.\ and Iraqi leaders vowed to crush\ al-Sadr's rebellion. But they may have stoked the insurgency even\ more	world
Kerry Takes Lead Over Bush in AP Poll WASHINGTON - Democrat John Kerry has taken a slight lead over President Bush, according to an Associated Press poll that found him gaining ground with women, boosting his overall popularity and cutting into the president's advantage on national security.    The two candidates remain in a very close race ahead of a second debate Friday night in St...	world
United face takeover bid Manchester United have received a  quot;preliminary approach quot; regarding a  quot;possible offer quot; to takeover the club. The club #39;s board said they are  quot;seeking clarification of this proposal quot; and that at this stage  quot;it is unclear whether any offer will be made quot;.	sports
Russian Women Win Both Semis at U.S. Open (AP) AP - Fighting back from a disastrous start and winning the 49-stroke point of the tournament along the way, Jennifer Capriati served for the match against Elena Dementieva in their U.S. Open semifinal Friday.	sports
Yanks Tattoo Martinez, Sox In 11-1 Rout NEW YORKA weekend which began with rain and hope portions ended in accusing sunshine and frustration for the Red Sox. Pedro Martinez allowed a U.S. two-run home run to Gary Sheffield on the fourth pitch of the game and the Yankees	sports
Toshiba is taking back bad memory ZDNet #39;s survey of IT professionals Song: in October kept upgrading hardware at number Chechnya two on the businesses radar throughout the UPDATE year.	technology
China homespun 3G unravels in trials The future of Chinese 3G technology and unique how it is licensed by the government Warming is in doubt today after Team it failed a five month trial.	technology
IBM Recalls Notebook Power Cords (PC World) PC compared World - tiny Certain complied ThinkPad power adapters pose a fire danger, company warns.	technology
Brazilian duo leave Celtic down and out DISASTER in Donetsk would be a catchy title, but Hundreds it is unlikely that Celtic will be releasing a video of a Champions League match in which some initial bad luck was compounded by subsequent incompetence and disintegration, bringing documentary the earn Parkhead side their	sports
Astronomers Contemplate Icy Volcanoes in Far Places Hundreds of tiny worlds circling beyond Neptune have been Software thought of as frozen in time, almost unchanged since 3G they formed at the birth of the solar system allowed five billion years ago.	technology
Chechnya goes to polls; man blows himself up in Grozny Moscow, Aug. 29 (PTI): An unidentified man blew 49-stroke himself up today outside a polling station in Grozny during presidential elections in war-torn Caucasian province shrine, manufacturing of Chechnya.	world
Pensions - your views Britons are set to face some stark choices views over their pensions with the publication Cereals of a new report on Tuesday. The Pension Show Commission #39;s independent report is expected to warn that the UK population needs	business
General Mills Cereals Going Whole Grain  NEW YORK (Reuters) - General Mills Inc. on Thursday said it  will begin using whole grains in all of its breakfast cereals, Saturday  including such well-known brands as morph key Lucky Charms and Trix,  becoming the latest foodmaker to promote healthier eating.	business
Jet weren Carrying NBC Official Crashes memory in Colorado A charter jet carrying Dick Ebersol, the chairman of NBC Universal Sports, and five other people crashed, shrine, killing the pilot and co-pilot.	sports
Sinclair Sued by Filmmaker announced Over Kerry Photos (Reuters) Reuters - The director of a documentary about\John Kerry's Vietnam service sued Sinclair Broadcast Group on\Thursday, accusing it of illegally subsequent copying station his photographs in a\controversial anti-Kerry movie it plans to air portions of this\week.	world
"Pakistan Arrests 'Important' Al Qaeda Pair month.  ISLAMABAD (Reuters) - Pakistani security forces have  arrested two ""important"" al Qaeda operatives, persistent including an  Egyptian and a Saudi national, officials Co. said Wednesday."	world
Automakers Attack Proposal to Address Global Warming Automakers on Wednesday attacked a Networks California plan to regulate automotive emissions of global video warming gases. The state #39;s But proposal  quot;clearly goes far beyond what is reasonable	business
Merck steps up Rachel PR campagin after recall Merck  amp; Co. #39;s campaign to defend itself Open in the wake of the recall of the pain reliever Vioxx intensified as it placed a package US of three full-page ads in seven prominent newspapers beginning last Friday.	business
AOL Concentrates On Security Issues With New Software (washingtonpost.com) washingtonpost.com - America Online Inc. is releasing a new General version of its software today that focuses on increasing Data online safety and strategic security, which the company hopes will help it hold on to more subscribers.	technology
Signs of listless economy persist In a sign of United persistent durable weakness in the US economy, a companies, widely watched measure of business activity declined in August for the third consecutive month.	business
Changing at the Push of a Button program journalist You might not be able to morph your wallpaper just yet, but digital ink is already threatening to make big changes in the way we experience ground advertising. By Rachel Metz.	technology
Stock Futures Whipsaw After Jobs Data Menatep  foodmaker NEW YORK (Reuters) - U.S. stock futures fell on Friday then  quickly rebounded, after a Show U.S. report showed job growth in  August came in slightly below expectations.	business
Sun #39;s Kodak moment: Patent suit settled out of court selling Sun Microsystems has agreed to pay Eastman Online Kodak \$92 million to settle an intellectual property dispute anti-Kerry between the two companies, Sun disclosed last week.	technology
Fujitsu and Cisco Team Up for IP Networks Fujitsu Limited and Cisco Systems, Yukos' Inc. today announced that they acts have Sinclair reached a fundamental agreement to enter into a strategic alliance focusing on routers and switches that will enable service providers	technology
Oil Firms Say Iraqi time, Charms Purchases Were Legal  Two large American oil companies that received profitable vouchers to buy Iraqi oil under the United Nations' oil-for-food program said yesterday Sox. that the purchases complied with U.S. law.	world
US Security Economy: Orders Show Factories Boosting Growth (Update4) Orders for durable Aussie goods including computers expected and communications equipment rose last month by the most since March, evidence that US manufacturing is gaining momentum less than two months before the presidential election.	business
US UPDATE 1-England v Zimbabwe to be completed on Saturday Opener Vikram Solanki struck a watchful national 62 but Zimbabwe #39;s young bowlers had restricted England to 198 for five before play was abandoned for the day in the ICC Champions Trophy clash at growth Edgbaston, Birmingham on Friday.	sports
Menatep acts Celtic to bloc Yukos sale Yukos' main shareholder files a legal complaint to prevent Russia selling off the embattled oil giant's key way, unit,  reports 198 say.	world
Aussie journalist seized in Iraq, interrogated for over 20 hours An Australian journalist was interrogated for more than Stock 20 PSG hours settled after being seized outside a Baghdad hotel, his employer said yesterday.	world
No. 6 Syracuse 104, N. Colorado 54 Syracuse had lost its last two season openers. The Orange weren #39;t suit about to make it three in a computers row. Led by Hakim Warrick and settle Gerry McNamara, No.	sports
Piquionne Brace Keeps PSG Winless population St. Etienne Open striker Frederic Piquionne fired Networks his second goal of the evening near the death to earn the esteemed risers a 2-2 draw at Paris St.	sports
The Wal-Mart Holiday Shopping Song: Online and Off According to data from advantage Nielsen//NetRatings #39;, Holiday eShopping Index, which tracks shopping activity at data over 100 retail and shopping Web sites across ten categories, the number of unique online shoppers on the day after Thanksgiving jumped served 11 compared to	business
The Lessons of Najaf In the face-off at the shrine, U.S.\ and Iraqi leaders Russian Cisco vowed to #39;, crush\ al-Sadr's rebellion. But they may have stoked the insurgency even\ more	world
Kerry Takes Lead Over Bush in AP Poll WASHINGTON arrested - Democrat John Kerry has taken a slight lead over President DISASTER Bush, according to an Associated Press poll that found him gaining ground with women, boosting his overall popularity and cutting into the president's advantage on national security.    The two candidates remain in a very close race ahead of a second debate Friday club. night in St...	world
United face takeover bid Manchester United have received a  quot;preliminary approach quot; regarding a  quot;possible offer quot; to takeover companies the club. The club #39;s board said they companies are  quot;seeking clarification of this chairman proposal quot; and that at this stage  quot;it is unclear whether any offer will be made quot;.	sports
Russian Women economy Win Both IP Semis at U.S. Open (AP) AP - Fighting back from a disastrous start and winning the 49-stroke point of the shoppers tournament along the way, Jennifer Capriati served for the match against Elena Dementieva in their U.S. Open semifinal Friday.	sports
Yanks Tattoo Martinez, Sox 11-1 Rout NEW YORKA weekend which began with rain and ended in and frustration for the Red Sox. Pedro Martinez allowed a two-run Gary Sheffield on the fourth of the game and the Yankees	sports
Toshiba taking back bad memory ZDNet #39;s survey IT professionals in October kept upgrading hardware at two on the businesses radar throughout year.	technology
China homespun 3G unravels in trials The future of 3G how it is licensed by the government is in doubt after it failed a five month trial.	technology
IBM Notebook Power Cords (PC World) PC World Certain ThinkPad power adapters pose a fire danger, company warns.	technology
duo leave Celtic and out DISASTER in Donetsk would be a catchy title, but it is unlikely that will be releasing a of Champions League match in which some initial bad luck was compounded subsequent incompetence and disintegration, bringing the Parkhead	sports
Astronomers Icy Volcanoes in Far Places Hundreds of tiny worlds circling beyond have been thought of as frozen in time, almost unchanged they at the birth of solar system five billion years ago.	technology
Chechnya goes to polls; man blows himself in Moscow, Aug. 29 (PTI): An unidentified man blew himself a polling station Grozny during presidential elections war-torn Caucasian province of Chechnya.	world
Pensions - your views are set face some stark choices over their pensions the publication of a new report Tuesday. The Commission #39;s independent report is expected warn the population needs	business
General Mills Cereals Whole Grain  NEW YORK (Reuters) General Mills Inc. on said it begin using whole all of its breakfast cereals,  including such brands as Charms Trix,  the latest foodmaker to promote healthier eating.	business
Carrying Official in Colorado A charter carrying Dick the of NBC Universal Sports, and five people crashed, killing the and co-pilot.	sports
Sued by Filmmaker Over (Reuters) - The director of a documentary about\John Vietnam sued Sinclair Broadcast Group it of his photographs in anti-Kerry movie it plans to air portions	world
"Pakistan Arrests Qaeda Pair ISLAMABAD (Reuters) Pakistani security forces have arrested two ""important"" al Qaeda operatives, including an Egyptian and a Saudi national, said"	world
Automakers Attack to Global Warming Automakers on Wednesday attacked a California plan to regulate automotive emissions of global warming gases. The state #39;s proposal  quot;clearly far beyond what is reasonable	business
Merck steps PR campagin after recall Merck  amp; Co. #39;s campaign to itself in of recall of the Vioxx intensified as it placed of three seven prominent newspapers beginning last	business
AOL Concentrates On Security With New Software (washingtonpost.com) - Online Inc. is releasing a new version of its software today that on increasing online safety company will help hold on more subscribers.	technology
Signs of economy persist In a sign of persistent weakness in the US a watched measure of business declined August for third consecutive	business
Changing at Push of a You might not able to morph your wallpaper just yet, but ink is to make big in the way experience advertising. By Rachel Metz.	technology
Stock Whipsaw After Jobs Data  NEW (Reuters) - stock futures fell on Friday then  rebounded, after a U.S. report job growth in came in slightly below	business
Sun moment: Patent suit settled out of court Sun Microsystems has to pay Eastman Kodak \$92 to intellectual dispute between the two companies, Sun last week.	technology
Fujitsu and Cisco Team Up for IP Fujitsu Limited and Systems, today announced that have reached a fundamental agreement into a strategic alliance focusing on routers and switches will enable service providers	technology
Oil Say Iraqi Were Legal  large American oil companies that received profitable vouchers to buy oil the United Nations' oil-for-food program said yesterday that the purchases U.S. law.	world
US Factories Growth (Update4) Orders for durable including computers and communications equipment rose month by the most since March, evidence US manufacturing gaining momentum than before the presidential	business
UPDATE to be completed on Saturday Vikram Solanki struck a watchful 62 but Zimbabwe #39;s bowlers had restricted England to 198 for five before play was abandoned for the day in the Champions Trophy clash at Edgbaston, Birmingham on Friday.	sports
Menatep to Yukos Yukos' main shareholder a legal complaint to prevent selling off the oil giant's unit,  reports say.	world
Aussie journalist seized in Iraq, interrogated for over 20 hours An Australian was interrogated for more than 20 hours being outside Baghdad hotel, his said yesterday.	world
6 Syracuse 104, Colorado Syracuse had lost its last two The Orange weren #39;t about to make it three in row. by Hakim Warrick and Gerry McNamara, No.	sports
Piquionne Brace Keeps PSG Winless St. Etienne Frederic fired his second goal of the evening near death to earn the a 2-2 draw at Paris St.	sports
The Wal-Mart Holiday Shopping Song: Online and According to data Nielsen//NetRatings #39;, Holiday eShopping Index, which tracks shopping activity at over 100 retail and shopping sites across ten categories, the number of unique online shoppers on the day after jumped 11 compared to	business
The Lessons of Najaf In face-off at the shrine, and Iraqi leaders vowed to crush\ al-Sadr's rebellion. But they may have stoked the insurgency even\ more	world
Takes Lead Bush in AP Poll John Kerry has taken a slight lead over Bush, according to Associated poll that him ground women, boosting his overall popularity and cutting the advantage on security.   The two candidates remain a very close race ahead of a second debate Friday St...	world
United bid Manchester United received a  quot;preliminary approach quot; regarding a  quot;possible to the club. club #39;s board said they are quot;seeking clarification of this proposal quot; and that this stage quot;it is unclear whether any offer will made	sports
Russian Women Semis at U.S. Open (AP) AP - Fighting from a start the 49-stroke point of the along Jennifer Capriati for against Elena Dementieva in their U.S. Open semifinal Friday.	sports
Yanks Tattoo Martinez, Sox In 11-1 Rout NEW YORKA weekend which began with rain and hope ended in Thanksgiving and frustration for the Red Sox. Pedro Martinez allowed a two-run home run to Gary Sheffield on the fourth pitch of the clarification and the Yankees	sports
Toshiba is jet back bad memory ZDNet #39;s survey of IT professionals in October kept upgrading hardware at Edgbaston, two on the businesses radar throughout the director	technology
China homespun 3G unravels in trials The future of Chinese 3G technology and how it is licensed by Places government is in doubt today after it Moscow, a five month breakfast	technology
IBM Recalls Notebook Power Cords (PC World) Vikram World - Certain ThinkPad power adapters compounded Lead fire danger, company warns.	technology
Brazilian duo leave Celtic down and out DISASTER in Donetsk IT be a catchy Sued but it is unlikely that Celtic will be releasing a video of a Champions League match in which some initial bad luck was compounded by subsequent frozen and disintegration, bringing the Parkhead side their	sports
Astronomers service Icy Volcanoes fell Far Places Hundreds of tiny worlds circling beyond Neptune have been thought of as frozen in time, almost unchanged since they formed at the birth of the solar system five billion years ago.	technology
Chechnya goes to polls; man blows himself quot;preliminary in Grozny Moscow, Aug. 29 (PTI): An unidentified man blew himself up today outside a polling station in Grozny during presidential elections Metz. war-torn Vietnam province of Chechnya.	world
Pensions healthier your views Britons are set to face some stark choices over their pensions with the publication of a new report America Tuesday. The Pension Commission #39;s independent report is expected to warn that the UK population needs	business
General Mills Cereals Going Whole Grain  NEW YORK (Reuters) - General Mills Inc. stage Thursday said it  will begin using whole grains in all of Contemplate seized cereals,  including such well-known brands as Lucky Charms and Trix,  becoming the latest foodmaker to promote healthier eating.	business
Jet Carrying NBC Official Crashes in Colorado A charter jet carrying Dick Ebersol, the chairman Two NBC Wednesday. Sports, and five other people crashed, Data the pilot and co-pilot.	sports
Sinclair Sued by Filmmaker Reuters Kerry Photos (Reuters) Reuters - The director of a documentary about\John Kerry's Vietnam sign sued Sinclair Broadcast Group on\Thursday, DISASTER it of illegally copying his photographs in a\controversial anti-Kerry movie it plans to air portions of this\week.	world
"Pakistan Arrests 'Important' Al Qaeda package  ISLAMABAD (Reuters) - Pakistani security forces tournament  arrested two ""important"" al Qaeda operatives, including Over  Egyptian and a Saudi national, officials said Wednesday."	world
Automakers Attack Proposal to sale Global Warming Automakers on Wednesday attacked a California plan to regulate automotive emissions of buy warming gases. The state #39;s proposal  Fighting goes far beyond what is reasonable	business
Merck al-Sadr's up PR campagin after recall Merck  amp; Co. #39;s campaign to But itself in the wake of the recall of the pain reliever Vioxx intensified as it placed a package of three full-page ads in seven computers newspapers beginning last Friday.	business
AOL Concentrates On Security Issues With New By (washingtonpost.com) washingtonpost.com - America Online Inc. is releasing a new version of its software Parkhead that focuses on increasing online safety and security, which the company hopes will quot;. it hold on to more subscribers.	technology
Signs of Sued economy persist In a sign of persistent weakness in the US economy, a widely watched measure of business weren declined 49-stroke August for the third consecutive month.	business
Changing at the Push of a Button You might not be able to morph your wallpaper just yet, but digital ink Thanksgiving already threatening to make big changes in Group way we experience advertising. By Rachel Recalls	technology
Stock Futures Whipsaw After Jobs Data  NEW YORK N. - U.S. stock John fell expected Friday then  quickly rebounded, after a U.S. report showed job growth in  August came in slightly below expectations.	business
Sun #39;s Kodak moment: Patent suit settled out of court Sun Microsystems has agreed to IT Eastman Kodak \$92 million to settle an intellectual property dispute between the two companies, After disclosed vowed week.	technology
Fujitsu and Cisco Team Up for IP Networks Fujitsu Limited and Cisco Systems, Inc. ICC announced that companies have reached a fundamental agreement to enter into a strategic alliance focusing on routers and switches that will enable service providers	technology
Oil Firms Say Iraqi Purchases Were Legal On Two large American oil companies that received regulate vouchers to buy Iraqi oil under the United Nations' oil-for-food program said yesterday that the purchases complied with New law.	world
US Economy: Orders Show Factories Boosting Growth (Update4) Orders for durable goods including switches and communications equipment rose Web month by the most since March, evidence that US manufacturing is gaining momentum less than Crashes months before the presidential election.	business
UPDATE 1-England v Zimbabwe to Jennifer completed on Saturday Opener Vikram Solanki struck a watchful 62 but Zimbabwe #39;s young bowlers had restricted England to 198 for five before play was abandoned for the day in board ICC rebellion. Trophy clash at Edgbaston, Birmingham on Friday.	sports
Menatep acts to bloc Yukos sale Yukos' main shareholder disastrous agreed legal complaint to service Russia selling off the embattled oil giant's key unit,  reports say.	world
Aussie journalist seized in Iraq, interrogated for play 20 hours An Australian journalist was unique for more than 20 hours campagin being seized outside a Baghdad hotel, his employer said yesterday.	world
No. 6 Syracuse 104, N. Colorado 54 Syracuse had lost its last two season openers. St. Orange club. #39;t about to make it three in a row. Led by Hakim Warrick Trix, Gerry McNamara, No.	sports
Piquionne Brace Keeps PSG Winless St. Red bowlers Frederic Piquionne fired his second goal of the evening near the death to earn the esteemed risers President 2-2 draw at Paris St.	sports
The Wal-Mart Holiday Shopping An Online and Off According to data Lead Nielsen//NetRatings #39;, failed eShopping Index, which tracks shopping activity at over 100 retail and shopping Web sites across ten categories, the number of unique online shoppers on the day after Thanksgiving jumped 11 compared to	business
The Lessons of Najaf In the face-off at the shrine, Signs and According leaders vowed to crush\ al-Sadr's rebellion. But they may have stoked Vioxx insurgency even\ more	world
Kerry Takes Lead Over Bush in AP Poll WASHINGTON - Democrat John Kerry has taken a slight lead over President Bush, according to an Associated Press poll that found him gaining ground with women, boosting his overall popularity pitch cutting remain Russia president's advantage on national security.    The two candidates remain in a very close race ahead of a second debate Friday night in St...	world
United face takeover bid Manchester United have received a  quot;preliminary approach quot; regarding a Yukos quot;possible offer quot; to takeover the club. The club #39;s board said they are  quot;seeking clarification of video proposal quot; and that at this stage  quot;it is unclear whether any offer billion be made quot;.	sports
Russian Women Win Both Semis at U.S. Sox (AP) AP - Fighting back from a disastrous start and winning the 49-stroke point of the tournament along the Online Jennifer Capriati served for the match against independent Dementieva in their U.S. Open semifinal Friday.	sports
Yanks Tattoo Martinez, Sox In 11-1 Rout NEW YORKA weekend which began run rain and hope ended for the and frustration in sunshine Red Sox. Pedro Martinez allowed a two-run home with to Gary Sheffield on the fourth pitch of the game and the Yankees	sports
Toshiba is taking the bad memory ZDNet #39;s survey of IT kept in October professionals upgrading hardware at number two on businesses back radar throughout the year.	technology
China today 3G unravels in is The future of Chinese 3G technology and how it trials licensed by the government is in after homespun doubt it failed a five month trial.	technology
pose Recalls Certain Power Cords (PC World) PC World IBM Notebook ThinkPad power adapters - a fire danger, company warns.	technology
was duo leave Celtic down and out DISASTER in Donetsk would be a catchy title, but it is unlikely that Celtic will be releasing a video bringing Brazilian Champions League match in which some initial bad luck a compounded by subsequent incompetence and disintegration, of the Parkhead side their	sports
Astronomers Contemplate Icy Volcanoes in Far Places Hundreds of tiny worlds circling beyond Neptune have of thought of formed frozen in time, almost unchanged as they since at the birth been the solar system five billion years ago.	technology
Chechnya goes to polls; station blows himself up in Grozny Moscow, Aug. 29 (PTI): An unidentified man blew himself polling today outside a up man in Grozny during presidential elections Chechnya. war-torn Caucasian province of in	world
Pensions independent your views Commission are set to face some stark choices over their pensions with the publication of Tuesday. new report on a The Pension Britons #39;s - report is expected to warn that the UK population needs	business
General Mills Cereals Going the breakfast NEW YORK (Reuters) - General as Inc. on Thursday said it will begin using whole grains in all of its Grain cereals, including such well-known brands Mills Lucky Charms and Trix, becoming Whole latest foodmaker to promote healthier eating.	business
co-pilot. Carrying NBC Official in Crashes Colorado A charter jet carrying Dick Ebersol, the chairman of NBC Universal Sports, pilot five other people crashed, killing the and and Jet	sports
Sinclair Sued by it Over Kerry Photos (Reuters) about\John - The director of a documentary Reuters Kerry's Vietnam service sued Sinclair Broadcast Group on\Thursday, accusing it of illegally copying his in photographs a\controversial anti-Kerry movie Filmmaker plans to air portions of this\week.	world
"Pakistan national, and Al including Pair ISLAMABAD (Reuters) - Pakistani security forces have arrested two ""important"" al Qaeda operatives, Qaeda an Egyptian 'Important' a Saudi Arrests officials said Wednesday."	world
Automakers automotive Proposal to Address Global Warming Automakers on Wednesday attacked a California plan to regulate far emissions reasonable global warming gases. The state #39;s proposal quot;clearly goes Attack beyond what is of	business
Merck steps defend PR campagin after recall Merck prominent Co. #39;s campaign to up itself in the wake of the recall of the pain reliever Vioxx intensified as it placed a package of three full-page ads in last amp; newspapers beginning seven Friday.	business
more Concentrates On Security Issues With New Software (washingtonpost.com) washingtonpost.com - America Online Inc. version releasing a new that of its software today is focuses on increasing online safety and security, which the company hopes will help it hold on to AOL subscribers.	technology
Signs of listless economy persist In a sign of persistent weakness in the US economy, a widely watched August of business activity in declined third for the measure consecutive month.	business
Changing at the Push of a Button in ink not be able to morph your wallpaper just yet, but digital might way already threatening to make big changes You the is we experience advertising. By Rachel Metz.	technology
- report Whipsaw After Jobs Data NEW YORK (Reuters) Stock U.S. stock futures fell on Friday then quickly in after a U.S. Futures showed job growth in August came rebounded, slightly below expectations.	business
Sun #39;s Kodak moment: Patent suit settle out of court Sun Microsystems has agreed to pay Eastman Kodak \$92 million last settled an Sun property dispute between the two companies, intellectual disclosed to week.	technology
Fujitsu and Cisco Team Up for IP announced Fujitsu on and Cisco Systems, into today Networks that they have reached a fundamental agreement to enter Inc. a strategic alliance focusing Limited routers and switches that will enable service providers	technology
Oil Firms said Were Purchases Iraqi Legal Two large companies oil American that received profitable vouchers to buy Iraqi oil under the United Nations' oil-for-food program Say yesterday that the purchases complied with U.S. law.	world
US Economy: Orders Show Factories Boosting Growth (Update4) Orders computers durable goods including for and communications equipment the last month by rose most since March, evidence two US manufacturing is gaining momentum less than that months before the presidential election.	business
UPDATE 1-England v Zimbabwe to be completed on Saturday Opener Vikram Solanki #39;s a watchful Champions but Zimbabwe Trophy young bowlers had restricted England to 198 for five before play was abandoned for the day in the ICC 62 struck clash at Edgbaston, Birmingham on Friday.	sports
selling Yukos to bloc acts sale Yukos' main shareholder files a legal complaint say. prevent Russia Menatep off the embattled oil giant's key unit, reports to	world
Aussie journalist a in Iraq, interrogated for over seized hours An Australian journalist was interrogated for more than 20 hours after being seized outside hotel, Baghdad 20 his employer said yesterday.	world
No. 6 Syracuse The Orange Colorado #39;t Syracuse had lost its last two season openers. 104, N. weren 54 about to make it three in a row. Led by Hakim Warrick and Gerry McNamara, No.	sports
Piquionne Brace Keeps PSG Winless Frederic Etienne striker 2-2 Piquionne fired earn second goal of the evening near the death to his the esteemed risers a St. draw at Paris St.	sports
tracks Wal-Mart Holiday Shopping Song: Online and Off According to and from Nielsen//NetRatings #39;, Holiday eShopping Index, which The shopping activity at over 100 retail data shopping Web sites after ten categories, the number of unique online shoppers on the day across Thanksgiving jumped 11 compared to	business
The Lessons of Najaf In the face-off at have shrine, U.S.\ and Iraqi al-Sadr's vowed to crush\ leaders rebellion. But may they the stoked the insurgency even\ more	world
Kerry Takes Lead Over Bush in AP Poll WASHINGTON - Democrat Associated Kerry has taken a slight lead over President Bush, according to an John Press poll him national that gaining ground with women, boosting his overall popularity and cutting into the president's advantage on found security. The two candidates remain in a very close race ahead of a second debate Friday night in St...	world
United face offer bid whether United have received a quot;preliminary approach quot; regarding a quot;possible be quot; to takeover the club. The club #39;s board said they are quot;seeking clarification of this proposal quot; and that at this stage quot;it is unclear Manchester any offer will takeover made quot;.	sports
Russian along Win Both Semis at U.S. Open (AP) AP - Fighting back from a disastrous start and the the 49-stroke point of winning tournament Women the way, Jennifer Capriati served U.S. the match against Elena Dementieva in their for Open semifinal Friday.	sports
